geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9414417 38.9821112),155,0,Elm,American,Valley Forge,Ulmus,americana,Valley Forge,2.9,4.5,1,22,4,5.1,4719109.474,-8565082.109,,-76.9414417,38.9821112
POINT (-76.9398494 38.9895918),156,0,Sage,Pineapple,,Salvia,elegans,,0,4.5,1,0,0,0,4720180.799,-8564904.854,,-76.9398494,38.9895918
POINT (-76.950269 38.9932445),157,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,3,4.5,1,8.5,1,2.1,4720703.951,-8566064.764,,-76.950269,38.9932445
POINT (-76.9344284 38.9851932),158,1739,Oak,Pin,,Quercus,palustris,,13.3,4.5,1,38,7,15.3,4719550.843,-8564301.394,,-76.9344284,38.9851932
POINT (-76.952293 38.9898033),159,0,Cedar,Deodar,,Cedrus,deodara,,0,4.5,1,8,1,2,4720211.088,-8566290.077,,-76.952293,38.9898033
POINT (-76.9411367 38.9912379),160,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,4720416.558,-8565048.158,,-76.9411367,38.9912379
POINT (-76.9498662 38.9929607),161,0,Hydrangea,Oakleaf,Snow Queen,Hydrangea,quercifolia,Snow Queen,0,4.5,1,0,0,0,4720663.302,-8566019.92,,-76.9498662,38.9929607
POINT (-76.9412508 38.9839323),162,0,St. Johnswort,,,Hypericum,x mosarianum,Tricolor,0,4.5,1,0,0,0,4719370.27,-8565060.857,,-76.9412508,38.9839323
POINT (-76.9505536 38.992596),163,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,4.5,1,0,0,0,4720611.074,-8566096.441,,-76.9505536,38.992596
POINT (-76.9463028 38.9894424),164,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,0,0,0,4720159.407,-8565623.246,,-76.9463028,38.9894424
POINT (-76.9470141 38.9922755),165,0,Boxwood,Little Leaf,,Buxus,microphylla,,0,0,0,0,0,0,4720565.166,-8565702.427,,-76.9470141,38.9922755
POINT (-76.9527233 38.9884522),166,0,Holly,Deciduous,,Ilex,decidua,,0,4.5,1,0,0,0,4720017.589,-8566337.972,,-76.9527233,38.9884522
POINT (-76.9473974 38.9937682),167,2534,Oak,Pin,,Quercus,palustris,,14.8,4.5,1,38,9,18.7,4720778.957,-8565745.094,,-76.9473974,38.9937682
POINT (-76.949677 38.9922197),168,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720557.168,-8565998.863,,-76.949677,38.9922197
POINT (-76.9409442 38.9816949),169,260,Oak,Willow,,Quercus,phellos,,36,4.5,1,71,12.5,33.8,4719049.868,-8565026.725,,-76.9409442,38.9816949
POINT (-76.9418414 38.9908729),170,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,4720364.281,-8565126.611,,-76.9418414,38.9908729
POINT (-76.9454773 38.9920795),171,0,Holly,Meserveae,,Ilex,x meserveae,,0,4.5,1,0,0,0,4720537.093,-8565531.353,,-76.9454773,38.9920795
POINT (-76.9227063 38.9975314),172,0,Viburnum,Doublefile,,Viburnum,plicatum var. tomentosum,,0,4.5,1,6,0,5,4721317.979,-8562996.5,,-76.9227063,38.9975314
POINT (-76.9518427 38.9914752),173,3536,Birch,River,,Betula,nigra,,4,4.5,1,13,6,3.2,4720450.544,-8566239.943,,-76.9518427,38.9914752
POINT (-76.9441348 38.982254),174,0,Holly,Hybrid,Nellie R Stevens,Ilex,x,Nellie R Stevens,3.1,0,1,8,0.5,3.1,4719129.936,-8565381.908,,-76.9441348,38.982254
POINT (-76.9369835 38.9845824),175,1451,Pine,Eastern White,,Pinus,strobus,,19.3,4.5,1,38,7,22.6,4719463.369,-8564585.828,,-76.9369835,38.9845824
POINT (-76.9408492 38.9839611),176,0,Hydrangea,Bigleaf,Forever & Ever,Hydrangea,macrophylla,Red Sensation,0,4.5,1,1.5,0,0.5,4719374.404,-8565016.153,,-76.9408492,38.9839611
POINT (-76.943301 38.9885568),177,0,Crapemyrtle,,,Lagerstroemia,sp.,,0,4.5,1,13,0,4.5,4720032.563,-8565289.093,,-76.943301,38.9885568
POINT (-76.9518517 38.990236),178,0,Holly,Inkberry,,Ilex,glabra,,0,4.5,1,2.5,0,1.5,4720273.061,-8566240.95,,-76.9518517,38.990236
POINT (-76.9404664 38.9892546),179,0,Birch,River,,Betula,nigra,,8.2,4.5,3,18,3,8.7,4720132.497,-8564973.543,,-76.9404664,38.9892546
POINT (-76.9499042 38.9910447),180,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720388.885,-8566024.156,,-76.9499042,38.9910447
POINT (-76.9357693 38.9833259),181,1412,Maple,Red,,Acer,rubrum,,20.5,4.5,1,56,7,21.9,4719283.434,-8564450.666,,-76.9357693,38.9833259
POINT (-76.9475817 38.98629),182,989,Raintree,Golden,,Koelreuteria,paniculata,,13.3,4.5,2,23.2,3,15.3,4719707.922,-8565765.609,,-76.9475817,38.98629
POINT (-76.9369257 38.9861582),183,715,Pine,Eastern White,,Pinus,strobus,,11.7,4.5,1,47,1,15.7,4719689.053,-8564579.39,,-76.9369257,38.9861582
POINT (-76.9485694 38.9863905),184,0,Jasmine,Winter,,Jasminum,nudiflorum,,0,0,0,0,0,0,4719722.315,-8565875.561,,-76.9485694,38.9863905
POINT (-76.949984 38.9895313),185,0,Crapemyrtle,Hybrid,Apalachee,Lagerstroemia,x,Apalachee,0,4.5,8,10.6,5,3.9,4720172.138,-8566033.031,,-76.949984,38.9895313
POINT (-76.9468844 38.9870989),186,0,Hornbeam,European,Frans Fontaine,Carpinus,betulus,Frans Fontaine,2.1,0.5,1,13,1,2.1,4719823.768,-8565687.985,,-76.9468844,38.9870989
POINT (-76.9516276 38.9882309),187,0,Crabapple,,,Malus,sp.,,3,4.5,1,12.9,0,7.6,4719985.897,-8566216.004,,-76.9516276,38.9882309
POINT (-76.953725 39.0046342),188,0,Sweetgum,American,,Liquidambar,styraciflua,,13.8,4.5,1,55.7,12,13.6,4722335.41,-8566449.483,,-76.953725,39.0046342
POINT (-76.9479312 38.991982),189,0,Locust,Black,,Robinia,pseudoacacia,,2,4.5,1,0,0,0,4720523.135,-8565804.514,,-76.9479312,38.991982
POINT (-76.9414684 38.9912595),190,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,4720419.651,-8565085.083,,-76.9414684,38.9912595
POINT (-76.9482287 38.9862013),191,0,Boxwood,Little Leaf,,Buxus,microphylla,,0,0,0,0,0,0,4719695.217,-8565837.642,,-76.9482287,38.9862013
POINT (-76.9510259 38.9905875),192,0,Yucca,Adams Needle,Color Guard,Yucca,filamentosa,Color guard,0,4.5,1,2,0,1,4720323.4,-8566149.021,,-76.9510259,38.9905875
POINT (-76.9504717 38.9914279),193,0,Holly,Inkberry,,Ilex,glabra,,0,4.5,1,2,0,1,4720443.771,-8566087.322,,-76.9504717,38.9914279
POINT (-76.9501872 38.992507),194,0,Sumac,Fragrant,Gro-Low,Rhus,aromatica,Gro-Low,0,4.5,1,2,0,1,4720598.327,-8566055.656,,-76.9501872,38.992507
POINT (-76.9512147 38.9891744),195,0,Cryptomeria,Japanese,,Cryptomeria,japonica,,3.1,4.5,1,15.7,0,3.6,4720121.018,-8566170.037,,-76.9512147,38.9891744
POINT (-76.9481915 38.9920459),196,0,Blackgum,Aquatic,,Nyssa,aquatica,,0,4.5,1,6,0,0,4720532.28,-8565833.492,,-76.9481915,38.9920459
POINT (-76.9431137 38.9865557),197,899,Oak,Willow,,Quercus,phellos,,19,4.5,1,50,11,23.5,4719745.981,-8565268.241,,-76.9431137,38.9865557
POINT (-76.9481759 38.9927841),198,0,Hickory,Water,,Carya,aquatica,,0,4.5,1,6,0,0,4720638.014,-8565831.762,,-76.9481759,38.9927841
POINT (-76.9359458 38.9878255),199,0,Cherry,Yoshino,,Prunus,x yedoensis,,3.7,4.5,1,22,0,5.7,4719927.835,-8564470.31,,-76.9359458,38.9878255
POINT (-76.9384384 38.9857003),200,674,Oak,Pin,,Quercus,palustris,,29.9,4.5,1,57,10,27.5,4719623.476,-8564747.783,,-76.9384384,38.9857003
POINT (-76.9498427 38.9929761),201,0,Cherry,Laurel,Otto Luyken,Prunus,laurocerasus,Otto Luyken,0,4.5,1,0,0,0,4720665.508,-8566017.303,,-76.9498427,38.9929761
POINT (-76.9483358 38.9920649),202,0,Magnolia,Frasier'S,,Magnolia,fraseri,,0,4.5,1,2,0,0,4720534.999,-8565849.562,,-76.9483358,38.9920649
POINT (-76.9368585 38.9907512),203,0,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,4,4.5,1,25,5,10.9,4720346.846,-8564571.91,,-76.9368585,38.9907512
POINT (-76.9532207 38.9875435),204,3075,Oak,White,,Quercus,alba,,10.8,4.5,1,29.1,5.5,14.7,4719887.44,-8566393.339,,-76.9532207,38.9875435
POINT (-76.9495012 38.991954),205,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720519.113,-8565979.288,,-76.9495012,38.991954
POINT (-76.9332493 38.9840109),206,1690,Pine,Japanese Black,,Pinus,thunbergii,,0,4.5,1,0,0,0,4719381.533,-8564170.141,,-76.9332493,38.9840109
POINT (-76.9517616 38.9874946),207,3790,Planetree,London,,Platanus,x acerifolia,,3.9,4.5,1,13.3,3.5,4.9,4719880.441,-8566230.922,,-76.9517616,38.9874946
POINT (-76.9527113 38.9889022),208,0,Boxwood,Little Leaf,,Buxus,microphylla,,0,4.5,1,0,0,0,4720082.028,-8566336.639,,-76.9527113,38.9889022
POINT (-76.9503112 38.9913565),209,0,Falsecypress,Sawara,,Chamaecyparis,pisifera,,0,4.5,1,3,0,3.5,4720433.54,-8566069.458,,-76.9503112,38.9913565
POINT (-76.9474057 38.993135),210,0,Holly,Hybrid,,Ilex,x,,0,4.5,1,10,0,0,4720688.271,-8565746.024,,-76.9474057,38.993135
POINT (-76.9230759 38.9963975),211,0,,,,,,,0,4.5,1,2.5,0,2,4721155.564,-8563037.645,,-76.9230759,38.9963975
POINT (-76.93468 38.9887508),212,0,Magnolia,Star,,Magnolia,stellata,,0,4.5,1,0,0,0,4720060.352,-8564329.405,,-76.93468,38.9887508
POINT (-76.942206 38.9972921),213,0,Redbud,Eastern,,Cercis,canadensis,,0,4.5,1,13,0,0,4721283.699,-8565167.188,,-76.942206,38.9972921
POINT (-76.9410988 38.9911999),214,0,Hydrangea,Panicle,Limelight,Hydrangea,paniculata,Limelight,0,0,0,0,0,0,4720411.105,-8565043.937,,-76.9410988,38.9911999
POINT (-76.9477421 38.9856529),215,0,Camellia,Hybrid,Winter's Snowman,Camellia,x,Winter's Snowman,0,4.5,1,2,0,1,4719616.677,-8565783.466,,-76.9477421,38.9856529
POINT (-76.9480078 38.9927554),216,0,Magnolia,Umbrella,,Magnolia,tripetala,,0,4.5,1,6,0,1,4720633.899,-8565813.051,,-76.9480078,38.9927554
POINT (-76.9484284 38.9922063),217,0,Magnolia,Pyramid,,Magnolia,pyramidata,,0,4.5,1,2,0,0,4720555.257,-8565859.867,,-76.9484284,38.9922063
POINT (-76.9516837 38.9914692),218,0,Cypress,Bald,,Taxodium,distichum,,0,4.5,1,10,0,4,4720449.678,-8566222.249,,-76.9516837,38.9914692
POINT (-76.9495307 38.9940119),219,0,Magnolia,Sweetbay,,Magnolia,virginiana,,3.7,4.5,2,9.8,1,2.6,4720813.863,-8565982.577,,-76.9495307,38.9940119
POINT (-76.9423593 38.9992754),220,0,Redbud,Eastern,,Cercis,canadensis,,3.7,4.5,1,0,0,0,4721567.78,-8565184.259,,-76.9423593,38.9992754
POINT (-76.9527188 38.9887751),221,0,Maple,Japanese,,Acer,palmatum,,0,4.5,1,4,0,3,4720063.834,-8566337.477,,-76.9527188,38.9887751
POINT (-76.9523579 38.9904553),222,0,Arborvitae,Hybrid,Green Giant,Thuja,x,Green Giant,2.5,4.5,1,9.5,0,2.6,4720304.475,-8566297.294,,-76.9523579,38.9904553
POINT (-76.9475002 38.9931334),223,0,Holly,Hybrid,,Ilex,x,,0,4.5,1,10.1,0,0,4720688.039,-8565756.538,,-76.9475002,38.9931334
POINT (-76.9357721 38.9883033),224,3459,Birch,River,,Betula,nigra,,12.5,4.5,3,32,0,10.7,4719996.26,-8564450.972,,-76.9357721,38.9883033
POINT (-76.9521056 38.9882122),225,0,Zelkova,Ornamental,Okame,Prunus,x incamp,Okame,5,4.5,3,12.8,3.5,5.5,4719983.211,-8566269.209,,-76.9521056,38.9882122
POINT (-76.9379455 38.9869399),226,762,Maple,Sugar,,Acer,saccharum,,6.7,4.5,1,25,6,12.3,4719801.005,-8564692.914,,-76.9379455,38.9869399
POINT (-76.9422773 38.995128),227,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,1,7,0,0,4720973.718,-8565175.135,,-76.9422773,38.995128
POINT (-76.9495837 38.9902093),228,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,12,0,6,4720269.233,-8565988.476,,-76.9495837,38.9902093
POINT (-76.9343265 38.9842556),229,0,Rose Of Sharon,Common,Lucy,Hibiscus,syriacus,Lucy,0,4.5,1,0,0,0,4719416.571,-8564290.056,,-76.9343265,38.9842556
POINT (-76.9497604 38.9924771),230,0,Hydrangea,Oakleaf,Snow Queen,Hydrangea,quercifolia,Snow Queen,0,4.5,1,0,0,0,4720594.044,-8566008.148,,-76.9497604,38.9924771
POINT (-76.9495107 38.9894477),231,2801,Planetree,London,,Platanus,x acerifolia,,6.1,4.5,1,24.1,6.2,8,4720160.164,-8565980.346,,-76.9495107,38.9894477
POINT (-76.9508487 38.9913691),232,0,Viburnum,Doublefile,,Viburnum,plicatum var. tomentosum,,0,0,0,0,0,0,4720435.345,-8566129.291,,-76.9508487,38.9913691
POINT (-76.9497108 38.9934843),233,0,Maple,Freeman,Armstrong,Acer,x freemanii,Armstrong,4.1,4.5,1,24,5.5,3.4,4720738.299,-8566002.626,,-76.9497108,38.9934843
POINT (-76.9502741 38.9898407),234,0,Hawthorn,Green,Winter King,Crataegus,viridis,Winter King,2.5,4.5,1,14.6,5.5,7.6,4720216.439,-8566065.327,,-76.9502741,38.9898407
POINT (-76.9401424 38.9824498),235,0,Viburnum,,,Viburnum,sp.,,0,4.5,1,5,0,0,4719157.975,-8564937.471,,-76.9401424,38.9824498
POINT (-76.9481027 38.9923765),236,0,Holly,Winterberry,Winter Red,Ilex,verticillata,Winter Red,0,4.5,1,0,0,0,4720579.624,-8565823.614,,-76.9481027,38.9923765
POINT (-76.9231601 38.9973543),237,0,Ash,Green,,Fraxinus,pennsylvanica,,7.3,4.5,1,24.9,5.5,8.6,4721292.608,-8563047.01,,-76.9231601,38.9973543
POINT (-76.9508126 38.9913457),238,0,Cherry,Yoshino,,Prunus,x yedoensis,,4.5,4.5,1,20.7,5.5,8.7,4720431.999,-8566125.276,,-76.9508126,38.9913457
POINT (-76.9443616 38.9846831),239,0,Camellia,Japanese,Cream Puff,Camellia,japonica,Cream Puff,0,4.5,1,0,0,0,4719477.792,-8565407.154,,-76.9443616,38.9846831
POINT (-76.9414347 38.990772),240,0,,,,Rhododendron,x,,0,0,0,0,0,0,4720349.82,-8565081.335,,-76.9414347,38.990772
POINT (-76.9514257 38.9910679),241,3578,Pine,Eastern White,,Pinus,strobus,,3.8,4.5,1,14,0,5.2,4720392.205,-8566193.523,,-76.9514257,38.9910679
POINT (-76.941197 38.9912797),242,0,Deutzia,Dwarf,,Deutzia,gracilis,Nikko,0,0,0,0,0,0,4720422.537,-8565054.872,,-76.941197,38.9912797
POINT (-76.9483192 38.9921147),243,0,,,,Rhododendron,sp.,,0,4.5,1,4,0,2,4720542.128,-8565847.713,,-76.9483192,38.9921147
POINT (-76.9472895 38.9837287),244,0,Dogwood,Redtwig,Arctic Sun,Cornus,sanguinea,Arctic Sun,0,4.5,1,0,0,0,4719341.109,-8565733.086,,-76.9472895,38.9837287
POINT (-76.9429929 38.98453),245,342,Oak,Willow,,Quercus,phellos,,15.4,4.5,1,50,11,23.7,4719455.875,-8565254.789,,-76.9429929,38.98453
POINT (-76.9371819 38.9850149),246,1715,Oak,Red,,Quercus,rubra,,12.8,4.5,1,33,3,19.3,4719525.318,-8564607.918,,-76.9371819,38.9850149
POINT (-76.948185 38.9861971),247,0,Azalea,,,Rhododendron,,,0,0,0,0,0,0,4719694.617,-8565832.776,,-76.948185,38.9861971
POINT (-76.9418454 38.9909597),248,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,4720376.703,-8565127.053,,-76.9418454,38.9909597
POINT (-76.9359142 38.986686),249,1788,Cypress,Leyland,,X Cupressocyparis,leylandii,,0,4.5,1,0,0,0,4719764.637,-8564466.79,,-76.9359142,38.986686
POINT (-76.9504431 38.9923285),250,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720572.76,-8566084.139,,-76.9504431,38.9923285
POINT (-76.9503948 38.9914885),251,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,4720452.442,-8566078.77,,-76.9503948,38.9914885
POINT (-76.9546073 39.0036271),252,0,Blackgum,Common,,Nyssa,sylvatica,,7.6,4.5,1,28.9,6,5.8,4722191.139,-8566547.697,,-76.9546073,39.0036271
POINT (-76.9470581 38.9925634),253,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,4720606.394,-8565707.331,,-76.9470581,38.9925634
POINT (-76.9500641 38.9924832),254,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720594.914,-8566041.957,,-76.9500641,38.9924832
POINT (-76.9397801 38.9836032),255,32,Pine,Eastern White,,Pinus,strobus,,19.9,4.5,1,44,0,23.6,4719323.139,-8564897.142,,-76.9397801,38.9836032
POINT (-76.9505462 38.9890291),256,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,3,12.5,2.7,5,4720100.204,-8566095.622,,-76.9505462,38.9890291
POINT (-76.9463493 38.9920203),257,0,Burning Bush,Common,,Euonymus,alatus,,0,0,0,0,0,0,4720528.611,-8565628.421,,-76.9463493,38.9920203
POINT (-76.9429536 38.9890575),258,0,Locust,Honey,Thornless,Gleditsia,triacanthos var. inermis,,2.9,4.5,1,16,0,12.1,4720104.281,-8565250.417,,-76.9429536,38.9890575
POINT (-76.9521983 38.9864139),259,0,Falsecypress,Hinoki,Golden Dwarf,Chamaecyparis,obtusa,Nana Lutea,0,4.5,1,0,0,0,4719725.673,-8566279.535,,-76.9521983,38.9864139
POINT (-76.948424 38.9892898),260,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.6,4.5,1,0,0,0,4720137.542,-8565859.376,,-76.948424,38.9892898
POINT (-76.9491535 38.991239),261,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720416.715,-8565940.585,,-76.9491535,38.991239
POINT (-76.937053 38.9905419),262,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,4.2,4.5,1,18,0,5.1,4720316.873,-8564593.56,,-76.937053,38.9905419
POINT (-76.9505048 38.9926682),263,0,Yew,English,Kelseyi,Taxus,baccata,Densiformis,0,4.5,1,2,0,1,4720621.416,-8566091.009,,-76.9505048,38.9926682
POINT (-76.9515189 38.9893715),264,0,Cryptomeria,Japanese,,Cryptomeria,japonica,,2.1,4.5,1,8.1,0,3.4,4720149.246,-8566203.896,,-76.9515189,38.9893715
POINT (-76.9454829 38.9884926),265,3278,Maple,Trident,,Acer,buergerianum,,8,4.5,1,28,6,10.6,4720023.366,-8565531.973,,-76.9454829,38.9884926
POINT (-76.9474832 38.9863028),266,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,4719709.763,-8565754.652,,-76.9474832,38.9863028
POINT (-76.9504041 38.9914934),267,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,4720453.154,-8566079.805,,-76.9504041,38.9914934
POINT (-76.9521694 38.9862752),268,0,rhododendron,,,Rhododendron,,,0,4.5,1,2.5,0,1,4719705.804,-8566276.313,,-76.9521694,38.9862752
POINT (-76.9497188 38.9923422),269,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,2,0,1.5,4720574.721,-8566003.51,,-76.9497188,38.9923422
POINT (-76.9512667 38.9913601),270,3594,Birch,River,,Betula,nigra,,0,4.5,3,14,0,6,4720434.052,-8566175.828,,-76.9512667,38.9913601
POINT (-76.943186 38.9828786),271,0,Serviceberry,,,Amelanchier,sp.,,1.9,4.5,1,10,4.5,4.6,4719219.378,-8565276.287,,-76.943186,38.9828786
POINT (-76.9529885 38.9883439),272,0,Cypress,Leyland,,X Cupressocyparis,leylandii,,5.8,4.5,1,18.8,0,5.5,4720002.077,-8566367.499,,-76.9529885,38.9883439
POINT (-76.9513183 38.9922101),273,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,3,13,0,3,4720555.791,-8566181.567,,-76.9513183,38.9922101
POINT (-76.9412706 38.9839486),274,0,Camellia,Hybrid,Winter Joy,Camellia,x,Winter Joy,0,4.5,1,3,0,1,4719372.611,-8565063.064,,-76.9412706,38.9839486
POINT (-76.9403565 38.9820605),275,0,Cedar,Eastern Red,Brodie,Juniperus,virginiana,Brodie,0,4.5,1,6,0.5,1.5,4719102.222,-8564961.302,,-76.9403565,38.9820605
POINT (-76.9417627 38.9819689),276,0,Elm,American,Valley Forge,Ulmus,americana,Valley Forge,2.9,4.5,1,19,5,4.1,4719089.103,-8565117.843,,-76.9417627,38.9819689
POINT (-76.9537106 39.0038191),277,0,Sweetgum,American,,Liquidambar,styraciflua,,7.7,4.5,1,28,10,11.1,4722218.635,-8566447.877,,-76.9537106,39.0038191
POINT (-76.9399219 38.9821105),278,3319,Cedar,Atlas,Blue Weeping,Cedrus,atlantica,Glauca Pendula,9,4.5,1,8,1,10.4,4719109.384,-8564912.932,,-76.9399219,38.9821105
POINT (-76.948631 38.993737),279,2545,Oak,Red,,Quercus,rubra,,9.5,4.5,1,0,0,0,4720774.49,-8565882.417,,-76.948631,38.993737
POINT (-76.9418425 38.9912055),280,0,Cherry,Laurel,Otto Luyken,Prunus,laurocerasus,Otto Luyken,0,0,0,0,0,0,4720411.912,-8565126.729,,-76.9418425,38.9912055
POINT (-76.9480647 38.9847697),281,1028,Oak,Willow,,Quercus,phellos,,27.4,4.5,1,52,14,32.1,4719490.193,-8565819.385,,-76.9480647,38.9847697
POINT (-76.9411971 38.9911713),282,0,Azalea,Hybrid,Autumn Royalty,Rhododendron,x,Roblec,0,0,0,0,0,0,4720407.019,-8565054.885,,-76.9411971,38.9911713
POINT (-76.9413852 38.9839444),283,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,4719372.002,-8565075.825,,-76.9413852,38.9839444
POINT (-76.941505 38.9830167),284,205,Coffeetree,Kentucky,,Gymnocladus,dioicus,,20.6,4.5,1,57,12.5,25.9,4719239.155,-8565089.16,,-76.941505,38.9830167
POINT (-76.9350472 38.9833096),285,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,4719281.093,-8564370.275,,-76.9350472,38.9833096
POINT (-76.9411031 38.9912649),286,0,Hydrangea,Oakleaf,Sikes Dwarf,Hydrangea,quercifolia,Sikes Dwarf,0,0,0,0,0,0,4720420.418,-8565044.413,,-76.9411031,38.9912649
POINT (-76.9481008 38.9927155),287,0,Buckeye,Yellow,,Aesculus,flava,,0,4.5,1,3.5,0,0.5,4720628.181,-8565823.4,,-76.9481008,38.9927155
POINT (-76.9412855 38.9838454),288,0,Boxwood,Common,Elegantissima,Buxus,sempervirens,Elegantissima,0,4.5,1,2,0,1,4719357.834,-8565064.719,,-76.9412855,38.9838454
POINT (-76.9471884 38.9928192),289,0,Abelia,Glossy,,Abelia,x grandiflora,,0,0,0,0,0,0,4720643.042,-8565721.836,,-76.9471884,38.9928192
POINT (-76.9409336 38.9839715),290,0,Hydrangea,Climbing,,Hydrangea,anomala subsp. petiolaris,,0,4.5,1,4,0,1.5,4719375.893,-8565025.547,,-76.9409336,38.9839715
POINT (-76.9411645 38.983934),291,0,Boxwood,Common,Elegantissima,Buxus,sempervirens,Elegantissima,0,4.5,1,2,0,1,4719370.523,-8565051.256,,-76.9411645,38.983934
POINT (-76.9393976 38.9852547),292,615,Magnolia,Southern,,Magnolia,grandiflora,,18.2,4.5,1,45,5,17.5,4719559.653,-8564854.562,,-76.9393976,38.9852547
POINT (-76.9389349 38.9890222),293,1987,Redbud,Eastern,,Cercis,canadensis,,7.6,3,1,20,4,16.1,4720099.214,-8564803.058,,-76.9389349,38.9890222
POINT (-76.9465913 38.9939716),294,0,Planetree,London,,Platanus,x acerifolia,,5.1,4.5,1,0,0,0,4720808.091,-8565655.364,,-76.9465913,38.9939716
POINT (-76.9384336 38.99132),295,3724,Maple,Red,,Acer,rubrum,,3.1,4.5,1,15,5,4.7,4720428.317,-8564747.251,,-76.9384336,38.99132
POINT (-76.9500225 38.9923584),296,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,2,0,1.5,4720577.033,-8566037.319,,-76.9500225,38.9923584
POINT (-76.9465405 38.9928742),297,0,Cypress,Leyland,,X Cupressocyparis,leylandii,,7.3,4.5,1,0,0,0,4720650.91,-8565649.705,,-76.9465405,38.9928742
POINT (-76.9425277 38.9844438),298,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,0,0,0,4719443.524,-8565203.007,,-76.9425277,38.9844438
POINT (-76.9394535 38.9885433),299,2008,Linden,Little Leaf,,Tilia,cordata,,13.7,4.5,1,37,6,21.6,4720030.632,-8564860.783,,-76.9394535,38.9885433
POINT (-76.944409 38.9855412),300,562,Oak,Willow,,Quercus,phellos,,14.9,4.5,1,45,7,12.8,4719600.687,-8565412.424,,-76.944409,38.9855412
POINT (-76.9236885 38.9975323),301,0,Pine,Eastern White,,Pinus,strobus,,3,4.5,1,15,5.5,5.4,4721318.101,-8563105.829,,-76.9236885,38.9975323
POINT (-76.951919 38.9914403),302,3509,Holly,Hybrid,,Ilex,x,,0,4.5,1,15,0,3,4720445.539,-8566248.444,,-76.951919,38.9914403
POINT (-76.9463872 38.9891525),303,0,Pine,Eastern White,,Pinus,strobus,,1.5,4.5,1,0,0,0,4720117.883,-8565632.638,,-76.9463872,38.9891525
POINT (-76.9353976 38.9847391),304,1706,Pine,Japanese Black,,Pinus,thunbergii,,7.8,4.5,1,18,0,14.2,4719485.808,-8564409.283,,-76.9353976,38.9847391
POINT (-76.9398433 38.9895064),305,0,Redbud,Eastern,Oklahoma,Cercis,reniformis,Oklahoma,0,4.5,1,8,4,3,4720168.563,-8564904.177,,-76.9398433,38.9895064
POINT (-76.937735 38.9851236),306,0,Holly,Chinese,Burford,Ilex,cornuta,Burfordii,3,0,1,5,0,3.6,4719540.886,-8564669.486,,-76.937735,38.9851236
POINT (-76.9490647 38.9926011),307,0,Yew,English,,Taxus,baccata,,0,4.5,1,0,0,0,4720611.804,-8565930.699,,-76.9490647,38.9926011
POINT (-76.9546518 38.9854984),308,0,Holly,American,,Ilex,opaca,,2.1,4.5,2,0,0,0,4719594.552,-8566552.647,,-76.9546518,38.9854984
