geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9410982 38.9912646),14194,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,0,0,0,0,0,,,,-76.9410982,38.9912646
POINT (-76.9398559 38.9895926),14195,0,Sage,Pineapple,,Salvia,elegans,,0,4.5,1,0,0,0,,,,-76.9398559,38.9895926
POINT (-76.9500475 38.9906091),14196,0,Bamboo,Heavenly,,Nandina,domestica,,0,4.5,1,4,0,1.5,,,,-76.9500475,38.9906091
POINT (-76.9534369 38.9881884),14197,0,Crabapple,,,Malus,sp.,,2.1,4.5,1,7.9,3,5.3,,,,-76.9534369,38.9881884
POINT (-76.9492231 38.9920241),14198,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,,,,-76.9492231,38.9920241
POINT (-76.9398804 38.9865824),14199,0,Bamboo,Heavenly,,Nandina,domestica,,0,4.5,1,3,0,1.5,,,,-76.9398804,38.9865824
POINT (-76.9473406 38.9845788),14200,0,Bayberry,Northern,,Myrica,pensylvanica,,0,4.5,1,0,0,0,,,,-76.9473406,38.9845788
POINT (-76.9508946 38.9861727),14201,2592,Oak,Willow,,Quercus,phellos,,11.4,4.5,1,31.5,8,13.2,,,,-76.9508946,38.9861727
POINT (-76.940754 38.983138),14202,223,Oak,Red,,Quercus,rubra,,22.3,4.5,1,67.2,7.5,25.5,,,,-76.940754,38.983138
POINT (-76.9521105 38.9894383),14203,0,Crabapple,,,Malus,sp.,,2.9,4.5,1,10.9,4.5,5.9,,,,-76.9521105,38.9894383
POINT (-76.9525017 38.9866719),14204,3760,Ash,White,,Fraxinus,americana,,5.3,4.5,1,27.9,6.5,8,,,,-76.9525017,38.9866719
POINT (-76.9407344 38.9840193),14205,0,Camellia,Hybrid,Winter Joy,Camellia,x,Winter Joy,0,4.5,1,0,0,0,,,,-76.9407344,38.9840193
POINT (-76.9336258 38.9832761),14206,1506,Juniper,Chinese,Torulosa,Juniperus,chinensis,Torulosa,8.7,4.5,2,14,3,3.9,,,,-76.9336258,38.9832761
POINT (-76.9404878 38.9898097),14207,2058,Juniper,Chinese,Torulosa,Juniperus,chinensis,Torulosa,9.9,4.5,2,0,0,0,,,,-76.9404878,38.9898097
POINT (-76.9413914 38.9907194),14208,0,Abelia,Glossy,,Abelia,x grandiflora,Sunrise,0,0,0,0,0,0,,,,-76.9413914,38.9907194
POINT (-76.9454327 38.9840745),14209,0,Crabapple,,,Malus,sp.,,4.4,3,1,13,3,7.2,,,,-76.9454327,38.9840745
POINT (-76.9434462 38.9907831),14210,0,Sage,Mount Olympus,,Salvia,ringens,,0,4.5,1,0,0,0,,,,-76.9434462,38.9907831
POINT (-76.93611 38.9833143),14211,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,,,,-76.93611,38.9833143
POINT (-76.9413033 38.9912531),14212,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.9413033,38.9912531
POINT (-76.9545948 39.0038941),14213,0,Oak,Pin,,Quercus,palustris,,15,4.5,1,52.9,8,15.1,,,,-76.9545948,39.0038941
POINT (-76.948243 38.9927054),14214,0,Sweetgum,American,Slender Silhouette,Liquidambar,styraciflua,Slender Silhouette,0,4.5,1,6,0,0,,,,-76.948243,38.9927054
POINT (-76.9404284 38.9840224),14215,0,Yew,Japanese,,Taxus,cuspidata,,28,4.5,10,12.2,1,11.9,,,,-76.9404284,38.9840224
POINT (-76.9488856 38.9896919),14216,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.7,4.5,1,0,0,0,,,,-76.9488856,38.9896919
POINT (-76.952348 38.9863087),14217,0,Falsecypress,Sawara,Golden Threadleaf,Chamaecyparis,pisifera,Filifera Aurea,0,4.5,1,2,0,2,,,,-76.952348,38.9863087
POINT (-76.9483523 38.9845871),14218,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,,,,-76.9483523,38.9845871
POINT (-76.9411009 38.9912463),14219,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,,,,-76.9411009,38.9912463
POINT (-76.9395062 38.9828607),14220,47,Oak,Pin,,Quercus,palustris,,22.7,4.5,1,57,12.5,23.2,,,,-76.9395062,38.9828607
POINT (-76.9225713 38.9962813),14221,0,,,,,,,0,4.5,1,2,0,2.2,,,,-76.9225713,38.9962813
POINT (-76.9396387 38.981156),14222,0,Magnolia,Saucer,,Magnolia,x soulangeana,,9.3,0,1,10,4.5,3.4,,,,-76.9396387,38.981156
POINT (-76.9378072 38.9885897),14223,1874,Oak,Pin,,Quercus,palustris,,25.2,4.5,1,85,8,28,,,,-76.9378072,38.9885897
POINT (-76.9479669 38.9862247),14224,0,Yew,Intermediate,,Taxus,x media,,0,0,0,0,0,0,,,,-76.9479669,38.9862247
POINT (-76.9405815 38.9840075),14225,0,Viburnum,Cranberrybush,Compactus,Viburnum,opulus,Compactus,0,4.5,1,3,0,1.5,,,,-76.9405815,38.9840075
POINT (-76.9410906 38.991265),14226,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0,0,0,0,0,0,,,,-76.9410906,38.991265
POINT (-76.9496206 38.9921899),14227,0,Maple,Red,October Glory,Acer,rubrum,October Glory,3.2,4.5,1,31,6.5,4.9,,,,-76.9496206,38.9921899
POINT (-76.9492387 38.992357),14228,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,0,0,0,,,,-76.9492387,38.992357
POINT (-76.9534198 38.9883081),14229,0,Crabapple,,,Malus,sp.,,2.2,4.5,1,8.5,3,7.6,,,,-76.9534198,38.9883081
POINT (-76.9475107 38.9860485),14230,0,,,,Jasminum,officinale var. grandiflorum,,0,0,0,0,0,0,,,,-76.9475107,38.9860485
POINT (-76.949687 38.9922139),14231,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,4.5,1,15,4,8,,,,-76.949687,38.9922139
POINT (-76.954448 39.0035367),14232,0,Hickory,Pignut,,Carya,glabra,,6.6,4.5,1,37,10.5,19.3,,,,-76.954448,39.0035367
POINT (-76.9497149 38.992049),14233,0,Sweetspire,Virginia,,Itea,virginica,,0,4.5,1,2.5,0,1,,,,-76.9497149,38.992049
POINT (-76.9480096 38.9926138),14234,0,Hydrangea,Smooth,,Hydrangea,arborescens,,0,4.5,1,0,0,0,,,,-76.9480096,38.9926138
